-10000 1
-9542 2
-9051 1
-9023 1
-9012 2
-8497 2
-8358 4
-8172 2
-8049 4
-8010 2
-7921 1
-7649 2
-7585 2
-7489 4
-7279 4
-7086 2
-7013 2
-6892 1
-6881 4
-6839 4
-6793 2
-6607 4
-6404 4
-6397 2
-6246 1
-6217 4
-6053 4
-5949 4
-5784 2
-5780 2
-5637 4
-5631 2
-5609 1
-5606 4
-5423 2
-5340 2
-5286 4
-5222 4
-5197 4
-5181 4
-5139 4
-5028 4
-4987 4
-4788 1
-4768 2
-4706 4
-4633 1
-4600 4
-4344 2
-4320 4
-4314 2
-4170 4
-4133 4
-4126 4
-4069 2
-3972 4
-3889 4
-3872 4
-3839 4
-3678 4
-3538 4
-3505 2
-3439 2
-3383 4
-3379 2
-3353 4
-3270 2
-3267 4
-3177 4
-3072 4
-2996 2
-2915 4
-2886 4
-2851 4
-2646 4
-2562 4
-2394 2
-2368 4
-2174 4
-2159 4
-2119 4
-2098 4
-2092 4
-2050 4
-1912 4
-1909 2
-1893 2
-1892 2
-1700 4
-1669 4
-1636 4
-1455 4
-1438 4
-1359 4
-1257 2
-1215 4
-1210 4
-1179 4
-1143 2
-954 4
-909 4
-890 2
-765 4
-751 2
-724 4
-697 4
-669 4
-513 2
-491 4
-304 4
-251 4
-238 4
-138 2
-46 4
0 2
47 4
139 2
239 4
252 4
305 4
492 4
514 2
670 4
698 4
725 4
752 2
766 4
891 2
910 4
955 4
1144 2
1180 4
1211 4
1216 4
1258 2
1360 4
1439 4
1456 4
1637 4
1670 4
1701 4
1893 2
1894 2
1910 2
1913 4
2051 4
2093 4
2099 4
2120 4
2160 4
2175 4
2369 4
2395 2
2563 4
2647 4
2852 4
2887 4
2916 4
2997 2
3073 4
3178 4
3268 4
3271 2
3354 4
3380 2
3384 4
3440 2
3506 2
3539 4
3679 4
3840 4
3873 4
3890 4
3973 4
4070 2
4127 4
4134 4
4171 4
4315 2
4321 4
4345 2
4601 4
4634 1
4707 4
4769 2
4789 1
4988 4
5029 4
5140 4
5182 4
5198 4
5223 4
5287 4
5341 2
5424 2
5607 4
5610 1
5632 2
5638 4
5781 2
5785 2
5950 4
6054 4
6218 4
6247 1
6398 2
6405 4
6608 4
6794 2
6840 4
6882 4
6893 1
7014 2
7087 2
7280 4
7490 4
7586 2
7650 2
7922 1
8011 2
8050 4
8173 2
8359 4
8498 2
9013 2
9024 1
9052 1
9543 2
10000 1
